symbols	start	end	motif	score	strand
Itga1	115102324.0	115102337.0	PPARD	14.4066	-
Itga1	115102689.0	115102705.0	PURA	13.0978	+
Itga1	115103392.0	115103408.0	PURA	13.3043	+
Itga1	115103912.0	115103931.0	RARG	13.1444	+
Itga1	115103176.0	115103187.0	RELB	13.3696	-
Itga1	115102548.0	115102558.0	RUNX1	14.230766666666666	-
Itga1	115102549.0	115102562.0	RUNX3	20.9	-
Itga1	115101549.0	115101559.0	RXRA	14.2111	+
Itga1	115102211.0	115102232.0	RXRA	14.4759	-
Itga1	115102240.0	115102261.0	RXRA	14.7586	-
Itga1	115101727.0	115101736.0	RXRB	14.9121	-
Itga1	115102440.0	115102447.0	SMAD4	13.4444	-
Itga1	115102688.0	115102751.0	SP1	13.893571428571432	+
Itga1	115103394.0	115103412.0	SP1	13.63	+
Itga1	115102078.0	115102132.0	SP1	13.699166666666668	-
Itga1	115102133.0	115102154.0	SP1	13.5	-
Itga1	115103017.0	115103035.0	SP1	16.31	-
Itga1	115103045.0	115103063.0	SP1	12.81	-
Itga1	115103439.0	115103457.0	SP1	13.79	-
Itga1	115102392.0	115102408.0	SP2	13.6333	-
Itga1	115102689.0	115102747.0	SP3	13.027671428571434	+
Itga1	115102082.0	115102156.0	SP3	12.80759285714286	-
Itga1	115102397.0	115102416.0	SP3	14.027	-
Itga1	115103015.0	115103034.0	SP3	13.5856	-
Itga1	115103019.0	115103035.0	SP4	13.12	+
Itga1	115103752.0	115103775.0	SP4	13.1978	+
Itga1	115103640.0	115103656.0	SP4	13.82	-
Itga1	115103509.0	115103523.0	SRF	13.1892	+
Itga1	115101968.0	115102055.0	STAT1	13.28440416666667	+
Itga1	115102155.0	115102173.0	STAT1	14.4048	+
Itga1	115102889.0	115102907.0	STAT1	12.746	-
Itga1	115103644.0	115103657.0	TFDP1	15.8222	+
Itga1	115102690.0	115102704.0	ZFP281	14.528	-
Itga3	95078663.0	95078682.0	CTCF	16.0778	-
Itga3	95076945.0	95076959.0	FLI1	13.3736	-
Itga3	95076417.0	95076426.0	FOXJ2	13.5667	+
Itga3	95076416.0	95076428.0	FOXJ3	14.2111	+
Itga3	95077594.0	95077609.0	FOXO1	13.4505	-
Itga3	95077254.0	95077261.0	GATA3	11.4111	+
Itga3	95077253.0	95077264.0	GATA3	14.9722	-
Itga3	95077032.0	95077043.0	HLTF	13.163	+
Itga3	95076637.0	95076653.0	HMBOX1	13.8559	-
Itga3	95077383.0	95077394.0	IRF1	13.1	-
Itga3	95077382.0	95077395.0	IRF2	15.0667	-
Itga3	95077379.0	95077395.0	IRF3	18.6044	-
Itga3	95078282.0	95078298.0	IRF3	13.1758	-
Itga3	95077372.0	95077387.0	IRF4	13.1778	-
Itga3	95076679.0	95076698.0	IRF5	5.41111	+
Itga3	95077374.0	95077393.0	IRF5	6.42222	-
Itga3	95077382.0	95077396.0	IRF8	13.7912	-
Itga3	95078285.0	95078299.0	IRF8	13.6374	-
Itga3	95078229.0	95078249.0	MAZ	14.45605	+
Itga3	95078350.0	95078384.0	MAZ	14.271033333333333	+
Itga3	95078776.0	95078790.0	MXI1	13.2857	-
Itga3	95078144.0	95078158.0	NFAT5	11.5444	-
Itga3	95078163.0	95078173.0	NFKB2	13.087	-
Itga3	95077290.0	95077300.0	NR1H2	13.328	+
Itga3	95077518.0	95077533.0	POU2F1	14.5225	-
Itga3	95077743.0	95077758.0	POU2F1	13.6937	-
Itga3	95078596.0	95078609.0	PRDM1	12.65	+
Itga3	95077381.0	95077394.0	PRDM1	15.31	-
Itga3	95078334.0	95078354.0	PURA	13.35865	+
Itga3	95078100.0	95078116.0	PURA	13.2065	-
Itga3	95078754.0	95078775.0	RFX1	13.0549	+
Itga3	95078341.0	95078362.0	RREB1	12.4396	+
Itga3	95076835.0	95076845.0	RUNX1	12.7582	+
Itga3	95077291.0	95077300.0	RXRB	12.8022	+
Itga3	95077790.0	95077799.0	SMAD3	12.7473	+
Itga3	95077786.0	95077802.0	SMAD3	14.1892	-
Itga3	95077302.0	95077309.0	SMAD4	13.4444	+
Itga3	95077791.0	95077799.0	SMAD4	13.0778	+
Itga3	95078203.0	95078221.0	SP1	13.18	+
Itga3	95078232.0	95078255.0	SP1	15.65	+
Itga3	95078357.0	95078375.0	SP1	17.83	+
Itga3	95078767.0	95078785.0	SP1	13.44	-
Itga3	95078204.0	95078223.0	SP3	12.9369	+
Itga3	95078233.0	95078257.0	SP3	14.761299999999999	+
Itga3	95078332.0	95078377.0	SP3	14.383779999999998	+
Itga3	95078468.0	95078487.0	SP3	14.027	+
Itga3	95078094.0	95078113.0	SP3	14.1802	-
Itga3	95078236.0	95078259.0	SP4	17.2308	+
Itga3	95078263.0	95078286.0	SP4	12.8132	+
Itga3	95078335.0	95078381.0	SP4	16.103299999999997	+
Itga3	95078097.0	95078120.0	SP4	13.0989	-
Itga3	95078769.0	95078794.0	SP4	13.17585	-
Itga3	95077378.0	95077396.0	STAT1	15.6984	+
Itga3	95078286.0	95078298.0	STAT2	14.2014	-
Itga3	95078628.0	95078638.0	ZFP335	13.1978	-
Itga3	95076763.0	95076775.0	ZFP652	16.3889	+
Itga4	79253502.0	79253509.0	AHCTF1	11.9228	+
Itga4	79254529.0	79254537.0	ARID3A	8.85207	-
Itga4	79254546.0	79254554.0	ARID3A	8.85207	-
Itga4	79253870.0	79253881.0	ARNT	12.700000000000001	+
Itga4	79254133.0	79254142.0	BATF	14.3187	-
Itga4	79255629.0	79255637.0	BRCA1	12.0778	+
Itga4	79255287.0	79255306.0	CTCF	13.3889	-
Itga4	79255486.0	79255499.0	CUX1	13.1648	-
Itga4	79254966.0	79254977.0	E2F4	13.336	+
Itga4	79254967.0	79254978.0	E2F6	16.2072	+
Itga4	79254318.0	79254329.0	E2F6	12.9009	-
Itga4	79254859.0	79254873.0	ELF2	15.2333	+
Itga4	79254658.0	79254668.0	ESRRA	13.7	-
Itga4	79254861.0	79254869.0	ETS1	12.1222	+
Itga4	79255048.0	79255056.0	ETS1	12.1222	+
Itga4	79255706.0	79255716.0	ETS2	11.9333	+
Itga4	79254412.0	79254423.0	FUBP1	15.8901	+
Itga4	79253823.0	79253831.0	HIC1	13.4066	+
Itga4	79255740.0	79255748.0	HIC1	13.4066	+
Itga4	79255056.0	79255069.0	HSF1	16.7193	-
Itga4	79255050.0	79255063.0	HSF2	12.3143	+
Itga4	79255056.0	79255069.0	HSF2	14.32	-
Itga4	79253453.0	79253469.0	IRF3	14.2527	-
Itga4	79254550.0	79254567.0	IRF4	15.214800000000002	+
Itga4	79253447.0	79253462.0	IRF4	15.9333	-
Itga4	79254026.0	79254041.0	IRF4	13.0333	-
Itga4	79254201.0	79254240.0	IRF4	14.925371428571427	-
Itga4	79254289.0	79254312.0	IRF4	14.9	-
Itga4	79254329.0	79254406.0	IRF4	15.355527777777777	-
Itga4	79253455.0	79253474.0	IRF5	16.5778	-
Itga4	79254291.0	79254310.0	IRF5	4.08889	-
Itga4	79253459.0	79253468.0	IRF7	13.2333	-
Itga4	79253444.0	79253458.0	IRF8	13.989	-
Itga4	79254134.0	79254143.0	JUNB	13.4889	-
Itga4	79255363.0	79255374.0	KLF4	13.944442857142858	-
Itga4	79255375.0	79255386.0	KLF4	14.24222857142857	-
Itga4	79255374.0	79255389.0	KLF7	13.34	+
Itga4	79255427.0	79255442.0	KLF7	13.17	-
Itga4	79255257.0	79255265.0	KLF8	13.9111	+
Itga4	79255211.0	79255220.0	MAFK	6.4135	+
Itga4	79254962.0	79254987.0	MAZ	16.50986	+
Itga4	79255330.0	79255346.0	MAZ	13.4725	+
Itga4	79254314.0	79254334.0	MAZ	16.17035	-
Itga4	79254531.0	79254544.0	MEF2A	12.6923	-
Itga4	79253872.0	79253880.0	MNT	10.6957	-
Itga4	79254995.0	79255009.0	NFIA	13.7609	-
Itga4	79255171.0	79255181.0	NFKB1	15.7033	+
Itga4	79255172.0	79255182.0	NFKB1	12.967	-
Itga4	79254079.0	79254099.0	NFYA	15.9762	+
Itga4	79254405.0	79254425.0	NFYA	15.0079	+
Itga4	79255580.0	79255600.0	NFYA	13.8968	+
Itga4	79255412.0	79255424.0	PLAGL1	13.2361	+
Itga4	79254243.0	79254256.0	PRDM1	11.83	-
Itga4	79255171.0	79255182.0	RELB	12.663	-
Itga4	79255414.0	79255435.0	RFX1	14.2198	-
Itga4	79254084.0	79254105.0	RREB1	12.6813	+
Itga4	79254186.0	79254197.0	SMAD1	13.3516	-
Itga4	79254749.0	79254767.0	SP1	13.72	+
Itga4	79254961.0	79254990.0	SP1	15.055000000000001	+
Itga4	79255304.0	79255322.0	SP1	12.83	+
Itga4	79253912.0	79253930.0	SP1	14.25	-
Itga4	79255515.0	79255533.0	SP1	14.95	-
Itga4	79254973.0	79254990.0	SP2	14.255600000000001	+
Itga4	79254962.0	79254992.0	SP3	15.027014285714285	+
Itga4	79255305.0	79255324.0	SP3	16.964	+
Itga4	79253910.0	79253929.0	SP3	13.1351	-
Itga4	79255513.0	79255532.0	SP3	15.0541	-
Itga4	79254961.0	79254993.0	SP4	16.145059999999997	+
Itga4	79253446.0	79253470.0	STAT1	13.1508	+
Itga4	79254200.0	79254242.0	STAT1	13.771183333333333	+
Itga4	79254282.0	79254322.0	STAT1	14.013875	+
Itga4	79254328.0	79254404.0	STAT1	14.433543750000004	+
Itga4	79254550.0	79254568.0	STAT1	13.5873	-
Itga4	79254021.0	79254035.0	STAT2	12.784	+
Itga4	79254173.0	79254186.0	TEF	13.5444	+
Itga4	79255532.0	79255547.0	TFCP2	15.0889	+
Itga4	79254972.0	79254991.0	ZFP281	15.588	-
Itga4	79255311.0	79255325.0	ZFP281	12.944	-
Itga4	79254974.0	79254986.0	ZFP740	12.541633333333335	-
Itga4	79254896.0	79254914.0	ZFX	13.7556	+
Itga6	71746019.0	71746026.0	AHCTF1	11.9228	-
Itga6	71744677.0	71744685.0	ATF3	11.5766	-
Itga6	71745684.0	71745698.0	CDC5L	13.9783	-
Itga6	71745002.0	71745012.0	CREM	13.3556	+
Itga6	71745523.0	71745533.0	EGR2	14.4778	+
Itga6	71743830.0	71743844.0	EPAS1	13.24445	+
Itga6	71745007.0	71745024.0	ESR1	16.1429	+
Itga6	71745287.0	71745304.0	ESR1	14.2143	+
Itga6	71745004.0	71745021.0	ESR1	16.2619	-
Itga6	71745284.0	71745301.0	ESR1	14.7063	-
Itga6	71745028.0	71745042.0	ETS1	14.2667	+
Itga6	71745031.0	71745039.0	ETS1	12.1222	-
Itga6	71745777.0	71745791.0	ETS1	13.1667	-
Itga6	71744196.0	71744206.0	FOSL2	15.2222	-
Itga6	71746018.0	71746027.0	FOXJ2	14.3556	+
Itga6	71746017.0	71746029.0	FOXJ3	14.9	+
Itga6	71746013.0	71746029.0	FOXJ3	15.1429	-
Itga6	71745932.0	71745948.0	FOXK1	13.522200000000002	-
Itga6	71746013.0	71746029.0	FOXK1	13.255599999999998	-
Itga6	71745210.0	71745230.0	FOXO1	15.84065	+
Itga6	71745213.0	71745224.0	FUBP1	13.0	+
Itga6	71745029.0	71745041.0	GABPA	13.5889	-
Itga6	71745539.0	71745546.0	GATA3	11.4111	+
Itga6	71744763.0	71744779.0	HMBOX1	13.3514	+
Itga6	71745027.0	71745041.0	IKZF3	13.864	-
Itga6	71745903.0	71745917.0	IKZF3	13.312	-
Itga6	71745995.0	71746016.0	IRF3	15.17585	-
Itga6	71746065.0	71746081.0	IRF3	13.1209	-
Itga6	71745750.0	71745767.0	IRF4	14.781466666666667	+
Itga6	71745027.0	71745042.0	IRF4	15.8667	-
Itga6	71745621.0	71745636.0	IRF4	14.5333	-
Itga6	71745981.0	71746022.0	IRF4	15.292220000000004	-
Itga6	71744264.0	71744278.0	IRF8	15.6374	+
Itga6	71744196.0	71744204.0	JUN	13.71	-
Itga6	71744196.0	71744205.0	JUNB	13.2222	-
Itga6	71744195.0	71744205.0	JUND	13.9341	-
Itga6	71745522.0	71745538.0	MAZ	12.9011	+
Itga6	71745767.0	71745783.0	MAZ	12.6813	+
Itga6	71743754.0	71743776.0	MAZ	14.2967	-
Itga6	71744215.0	71744231.0	MAZ	17.0769	-
Itga6	71745823.0	71745855.0	MAZ	15.3407	-
Itga6	71743785.0	71743798.0	MEF2A	14.3187	+
Itga6	71743787.0	71743799.0	MEF2C	10.7556	-
Itga6	71743787.0	71743798.0	MEF2D	13.0889	+
Itga6	71744193.0	71744206.0	NFE2	12.8413	+
Itga6	71744527.0	71744537.0	NFKB1	14.4615	-
Itga6	71745753.0	71745773.0	NFYA	13.0397	-
Itga6	71744159.0	71744175.0	PLAG1	15.4333	+
Itga6	71743753.0	71743769.0	PLAG1	13.6	-
Itga6	71745445.0	71745457.0	PLAGL1	14.1458	+
Itga6	71745601.0	71745614.0	PRDM1	15.52	+
Itga6	71745523.0	71745539.0	PURA	15.0543	+
Itga6	71743760.0	71743776.0	PURA	17.4565	-
Itga6	71744215.0	71744231.0	PURA	12.9565	-
Itga6	71745838.0	71745854.0	PURA	14.75	-
Itga6	71744526.0	71744537.0	REL	13.2747	+
Itga6	71744526.0	71744537.0	RELB	12.9239	+
Itga6	71743933.0	71743944.0	RORA	15.4444	-
Itga6	71745516.0	71745538.0	RREB1	13.6923	+
Itga6	71745005.0	71745014.0	RXRB	13.5824	+
Itga6	71745570.0	71745577.0	SMAD4	13.4444	-
Itga6	71744148.0	71744179.0	SP1	12.855	+
Itga6	71745517.0	71745539.0	SP1	13.495000000000001	+
Itga6	71743756.0	71743774.0	SP1	12.65	-
Itga6	71744205.0	71744223.0	SP1	13.72	-
Itga6	71744153.0	71744169.0	SP2	13.0111	+
Itga6	71743756.0	71743772.0	SP2	14.0778	-
Itga6	71744214.0	71744234.0	SP2	13.166666666666666	-
Itga6	71744149.0	71744168.0	SP3	14.4505	+
Itga6	71745522.0	71745547.0	SP3	14.04955	+
Itga6	71743754.0	71743778.0	SP3	14.83335	-
Itga6	71744154.0	71744177.0	SP4	11.7033	+
Itga6	71745026.0	71745044.0	STAT1	12.6746	+
Itga6	71745209.0	71745227.0	STAT1	12.9048	+
Itga6	71745979.0	71746018.0	STAT1	14.5872875	+
Itga6	71745750.0	71745793.0	STAT1	14.31902	-
Itga6	71745991.0	71746005.0	STAT2	14.736	+
Itga6	71744057.0	71744069.0	STAT2	13.4236	-
Itga6	71745933.0	71745948.0	TBP	13.5804	+
Itga6	71746014.0	71746029.0	TBP	12.5982	+
Itga6	71745933.0	71745948.0	TBP	13.4643	-
Itga6	71745632.0	71745643.0	TCF7	12.4111	-
Itga6	71744202.0	71744217.0	TGIF1	13.0326	+
Itga6	71744222.0	71744236.0	ZBTB7B	13.32	+
Itga6	71743757.0	71743776.0	ZFP281	14.282666666666666	+
Itga6	71744213.0	71744233.0	ZFP281	15.377600000000001	+
Itga6	71744150.0	71744164.0	ZFP281	14.016	-
Itga6	71745525.0	71745543.0	ZFP281	13.413333333333334	-
Itga6	71743766.0	71743775.0	ZFP740	13.8393	+
Itga6	71744220.0	71744232.0	ZFP740	12.678533333333334	+
Itga6	71745530.0	71745539.0	ZFP740	12.8393	-
Itga7	128932418.0	128932425.0	AHCTF1	11.9228	+
Itga7	128932427.0	128932440.0	BCL6	15.224525	+
Itga7	128932362.0	128932381.0	CTCF	13.5	-
Itga7	128933721.0	128933734.0	E2F1	13.9365	+
Itga7	128933722.0	128933733.0	E2F4	14.784	+
Itga7	128933723.0	128933734.0	E2F6	16.9009	+
Itga7	128933835.0	128933849.0	ELF2	14.7444	+
Itga7	128932144.0	128932180.0	EPAS1	14.111099999999995	+
Itga7	128933726.0	128933736.0	ETS2	11.9778	+
Itga7	128934042.0	128934054.0	ETV5	14.1209	-
Itga7	128932888.0	128932899.0	FOS	13.5934	+
Itga7	128934192.0	128934202.0	FOSL2	14.8556	+
Itga7	128932413.0	128932422.0	FOXJ2	14.1444	-
Itga7	128932415.0	128932431.0	FOXJ3	13.2637	+
Itga7	128932415.0	128932427.0	FOXJ3	12.5333	-
Itga7	128933250.0	128933262.0	FOXM1	13.5604	+
Itga7	128932014.0	128932021.0	GATA3	11.4111	+
Itga7	128932742.0	128932757.0	HBP1	15.8559	-
Itga7	128934246.0	128934253.0	IKZF1	12.0	-
Itga7	128933085.0	128933096.0	IRF1	14.1111	-
Itga7	128933084.0	128933097.0	IRF2	13.3444	-
Itga7	128932049.0	128932064.0	IRF4	13.8889	+
Itga7	128932434.0	128932457.0	IRF4	15.81556	+
Itga7	128933150.0	128933173.0	IRF4	13.751866666666666	-
Itga7	128932047.0	128932066.0	IRF5	1.91111	+
Itga7	128932436.0	128932467.0	IRF5	4.327775	+
Itga7	128932448.0	128932459.0	IRF9	8.4	+
Itga7	128934193.0	128934203.0	JUND	15.2308	+
Itga7	128932989.0	128933003.0	KLF3	14.3778	-
Itga7	128932988.0	128932999.0	KLF4	13.855557142857146	-
Itga7	128933730.0	128933745.0	KLF7	16.65	-
Itga7	128934014.0	128934024.0	MBD2	14.8444	-
Itga7	128932541.0	128932554.0	MEF2A	13.7802	+
Itga7	128932543.0	128932556.0	MEF2A	15.8901	-
Itga7	128932542.0	128932554.0	MEF2C	11.8778	+
Itga7	128932543.0	128932554.0	MEF2D	15.4556	-
Itga7	128932324.0	128932335.0	MYC	15.6937	+
Itga7	128932326.0	128932335.0	MYC	15.311099999999998	-
Itga7	128932559.0	128932570.0	NFAT5	14.6923	+
Itga7	128933441.0	128933455.0	NFAT5	13.0667	-
Itga7	128932559.0	128932570.0	NFATC1	14.1712	+
Itga7	128933220.0	128933231.0	NFATC1	13.6036	-
Itga7	128932556.0	128932571.0	NFATC2	13.592	+
Itga7	128933219.0	128933234.0	NFATC2	13.84	-
Itga7	128934192.0	128934206.0	NFE2L2	13.022200000000002	-
Itga7	128932086.0	128932106.0	NFYA	13.0952	-
Itga7	128932302.0	128932316.0	NR2F6	12.4	+
Itga7	128932462.0	128932479.0	NR2F6	14.5556	+
Itga7	128933715.0	128933731.0	PLAG1	15.0889	+
Itga7	128933842.0	128933858.0	PLAG1	13.3	+
Itga7	128934239.0	128934252.0	PPARD	12.8242	-
Itga7	128933875.0	128933889.0	PRDM15	14.4324	+
Itga7	128932723.0	128932739.0	PURA	12.8261	-
Itga7	128932302.0	128932317.0	RARG	7.066670000000001	+
Itga7	128932894.0	128932915.0	RXRA	13.4621	-
Itga7	128933717.0	128933745.0	SP1	16.865000000000002	+
Itga7	128933758.0	128933776.0	SP1	16.94	+
Itga7	128934011.0	128934027.0	SP2	12.7333	-
Itga7	128933718.0	128933747.0	SP3	14.60585	+
Itga7	128933759.0	128933778.0	SP3	16.7207	+
Itga7	128933727.0	128933743.0	SP4	14.57	-
Itga7	128933149.0	128933173.0	STAT1	14.6905	+
Itga7	128932434.0	128932464.0	STAT1	16.599175	-
Itga7	128932601.0	128932619.0	STAT1	13.119	-
Itga7	128932441.0	128932453.0	STAT2	14.3681	+
Itga7	128932441.0	128932455.0	STAT2	14.32	-
Itga7	128933156.0	128933168.0	STAT2	14.4236	-
Itga7	128932428.0	128932437.0	STAT3	14.9121	+
Itga7	128932427.0	128932437.0	STAT4	13.9231	+
Itga7	128932426.0	128932437.0	STAT5A	15.0	-
Itga7	128933721.0	128933734.0	TFDP1	14.8333	+
Itga7	128933562.0	128933576.0	ZBTB7B	14.07	-
Itga7	128932843.0	128932857.0	ZFP281	13.2	+
Itga7	128932598.0	128932612.0	ZFP281	13.36	-
Itga7	128932071.0	128932087.0	ZFP410	12.5315	+
Itgam	128061612.0	128061619.0	AHCTF1	11.9228	+
Itgam	128061359.0	128061368.0	BATF	14.0769	+
Itgam	128060900.0	128060910.0	CEBPZ	17.2556	+
Itgam	128063030.0	128063040.0	EGR1	13.511100000000003	+
Itgam	128063030.0	128063040.0	EGR3	14.2222	+
Itgam	128061564.0	128061610.0	EPAS1	14.135282352941172	-
Itgam	128061231.0	128061241.0	ETS2	12.2111	-
Itgam	128061628.0	128061635.0	FOXJ2	13.800000000000002	+
Itgam	128061623.0	128061639.0	FOXJ3	13.153800000000002	+
Itgam	128061623.0	128061639.0	FOXK1	15.288900000000002	+
Itgam	128061197.0	128061213.0	FOXK1	12.8111	-
Itgam	128061623.0	128061664.0	FOXO1	16.34695555555556	-
Itgam	128061626.0	128061637.0	FOXO3	14.5833	+
Itgam	128061626.0	128061638.0	FOXO3	14.978	-
Itgam	128061640.0	128061668.0	FUBP1	13.45605	-
Itgam	128061391.0	128061399.0	HBP1	13.1333	+
Itgam	128061933.0	128061940.0	IKZF1	12.0	-
Itgam	128062432.0	128062449.0	IRF4	14.377766666666666	-
Itgam	128062194.0	128062202.0	JUN	13.71	+
Itgam	128061358.0	128061367.0	JUNB	13.4889	+
Itgam	128062193.0	128062203.0	JUND	13.967	+
Itgam	128062892.0	128062905.0	LEF1	14.8542	-
Itgam	128061775.0	128061784.0	MAFG	8.92222	+
Itgam	128061769.0	128061786.0	MAFK	11.3889	-
Itgam	128060944.0	128060958.0	NFAT5	16.0333	+
Itgam	128062442.0	128062453.0	NFAT5	13.9451	-
Itgam	128062442.0	128062453.0	NFATC1	13.9009	-
Itgam	128060899.0	128060911.0	NFYB	15.7582	-
Itgam	128060898.0	128060911.0	NFYC	15.1667	-
Itgam	128061408.0	128061425.0	NR2F6	13.3	+
Itgam	128061525.0	128061533.0	NR4A1	14.0	-
Itgam	128061525.0	128061533.0	NR4A2	13.0556	-
Itgam	128061464.0	128061477.0	PPARD	13.1868	-
Itgam	128060951.0	128060965.0	PRDM15	13.5045	-
Itgam	128061337.0	128061353.0	PURA	12.8478	+
Itgam	128062878.0	128062894.0	PURA	14.1957	+
Itgam	128061526.0	128061537.0	RORA	13.5222	-
Itgam	128061640.0	128061671.0	RREB1	14.4469	-
Itgam	128061361.0	128061382.0	RXRA	13.2	+
Itgam	128061463.0	128061484.0	RXRA	17.9103	-
Itgam	128061111.0	128061127.0	SMAD3	13.0631	-
Itgam	128062100.0	128062118.0	SP1	13.22	+
Itgam	128062426.0	128062450.0	STAT1	13.261899999999999	+
Itgam	128063003.0	128063013.0	STAT4	13.1648	+
Itgam	128062089.0	128062100.0	TCF7	12.3889	+
Itgam	128062891.0	128062904.0	TCF7	17.75996	+
Itgam	128062482.0	128062497.0	TGIF1	15.6413	-
Itgam	128061918.0	128061930.0	ZFP652	11.9778	+
Itgam	128061294.0	128061312.0	ZFX	13.426362499999998	+
Itgam	128061299.0	128061317.0	ZFX	13.8499625	-
Itgav	83724187.0	83724203.0	AR	17.1	+
Itgav	83724187.0	83724203.0	AR	15.2222	-
Itgav	83724215.0	83724223.0	ARID3A	8.87574	+
Itgav	83722616.0	83722629.0	BCL11B	13.7986	-
Itgav	83724582.0	83724591.0	E2F2	14.1889	-
Itgav	83723030.0	83723041.0	ELK3	15.8778	-
Itgav	83723761.0	83723773.0	EPAS1	15.1	+
Itgav	83723479.0	83723493.0	ETS1	13.1667	+
Itgav	83724384.0	83724398.0	ETS1	14.699999999999998	+
Itgav	83724387.0	83724395.0	ETS1	12.1222	-
Itgav	83724056.0	83724066.0	ETS2	12.3556	+
Itgav	83724339.0	83724349.0	ETS2	12.1667	+
Itgav	83723852.0	83723864.0	ETV5	12.3516	+
Itgav	83723703.0	83723712.0	FOXJ2	15.1444	-
Itgav	83723701.0	83723713.0	FOXJ3	14.8667	-
Itgav	83723702.0	83723714.0	FOXM1	16.5275	-
Itgav	83723701.0	83723716.0	FOXO1	13.1758	-
Itgav	83723727.0	83723747.0	FOXO1	16.533	-
Itgav	83723702.0	83723713.0	FUBP1	14.967	-
Itgav	83723733.0	83723744.0	FUBP1	13.0	-
Itgav	83723463.0	83723474.0	GATA3	13.6458	+
Itgav	83722406.0	83722413.0	IKZF1	12.0	+
Itgav	83723086.0	83723093.0	IKZF1	12.0	-
Itgav	83722805.0	83722819.0	IRF1	16.6403	+
Itgav	83723830.0	83723844.0	IRF1	12.7431	+
Itgav	83722801.0	83722817.0	IRF3	14.011	+
Itgav	83723832.0	83723855.0	IRF3	15.5	+
Itgav	83722478.0	83722502.0	IRF4	14.2222	+
Itgav	83722802.0	83722817.0	IRF4	18.9778	+
Itgav	83723711.0	83723726.0	IRF4	14.2111	+
Itgav	83723827.0	83723878.0	IRF4	14.968050000000002	+
Itgav	83722742.0	83722757.0	IRF4	12.9778	-
Itgav	83722808.0	83722817.0	IRF7	14.7556	+
Itgav	83722806.0	83722820.0	IRF8	17.3407	+
Itgav	83722802.0	83722813.0	IRF9	8.4	+
Itgav	83723153.0	83723167.0	KLF3	13.8	-
Itgav	83724034.0	83724042.0	KLF8	13.3333	+
Itgav	83724435.0	83724451.0	MAZ	14.8901	-
Itgav	83724651.0	83724665.0	NRF1	12.656	-
Itgav	83723375.0	83723386.0	PHF21A	12.7065	-
Itgav	83724018.0	83724033.0	POU2F1	14.1171	+
Itgav	83724189.0	83724205.0	PURA	13.337	+
Itgav	83724434.0	83724450.0	PURA	13.7826	-
Itgav	83724484.0	83724500.0	PURA	13.1087	-
Itgav	83723718.0	83723749.0	RREB1	11.65935	-
Itgav	83722617.0	83722627.0	RUNX1	14.161166666666666	+
Itgav	83722994.0	83723004.0	RUNX2	13.4	-
Itgav	83723798.0	83723808.0	RXRA	13.588899999999999	+
Itgav	83722584.0	83722600.0	SOX4	13.89	+
Itgav	83723471.0	83723489.0	SP1	13.34	-
Itgav	83724419.0	83724455.0	SP1	15.06	-
Itgav	83724417.0	83724454.0	SP3	14.744733333333334	-
Itgav	83724246.0	83724269.0	SP4	12.044	+
Itgav	83724645.0	83724673.0	SP4	13.846166666666667	+
Itgav	83724403.0	83724443.0	SP4	14.011	-
Itgav	83724580.0	83724619.0	SP4	14.5137375	-
Itgav	83724707.0	83724741.0	SP4	15.8132	-
Itgav	83723477.0	83723501.0	STAT1	15.1865	+
Itgav	83722482.0	83722500.0	STAT1	14.4206	-
Itgav	83722800.0	83722818.0	STAT1	16.4524	-
Itgav	83723709.0	83723727.0	STAT1	13.6667	-
Itgav	83723810.0	83723881.0	STAT1	14.299822222222225	-
Itgav	83722483.0	83722495.0	STAT2	14.3681	+
Itgav	83722807.0	83722819.0	STAT2	15.9514	+
Itgav	83723832.0	83723844.0	STAT2	17.1806	+
Itgav	83723374.0	83723384.0	TBP	11.956	-
Itgav	83722915.0	83722929.0	TEAD3	14.3516	+
Itgav	83723157.0	83723166.0	ZFP740	12.6696	+
Itgav	83724404.0	83724417.0	ZFX	15.7889	+
Itgav	83724647.0	83724665.0	ZFX	14.8556	+
Itgav	83724407.0	83724425.0	ZFX	18.0111	-
Itgav	83724433.0	83724451.0	ZFX	13.8778	-
Itgax	128129271.0	128129284.0	BACH1	8.17778	+
Itgax	128129490.0	128129503.0	BACH1	10.5333	+
Itgax	128127713.0	128127723.0	CEBPZ	14.4556	+
Itgax	128129284.0	128129294.0	ESRRA	18.2556	+
Itgax	128128895.0	128128905.0	ESRRA	12.7667	-
Itgax	128129506.0	128129516.0	ETS2	12.7667	-
Itgax	128129273.0	128129282.0	FOSB	14.1099	-
Itgax	128129273.0	128129283.0	FOSL2	13.8	-
Itgax	128127742.0	128127751.0	FOXJ2	13.5556	-
Itgax	128128221.0	128128232.0	GATA3	13.5903	+
Itgax	128128224.0	128128231.0	GATA3	11.4111	-
Itgax	128129129.0	128129176.0	HBP1	17.28715	+
Itgax	128127902.0	128127916.0	IRF1	12.6042	-
Itgax	128127904.0	128127920.0	IRF3	14.9011	-
Itgax	128127899.0	128127919.0	IRF4	13.91665	-
Itgax	128127922.0	128127938.0	IRF4	13.3611	-
Itgax	128129492.0	128129500.0	JUN	13.71	+
Itgax	128129273.0	128129282.0	JUNB	13.6	-
Itgax	128128729.0	128128744.0	KLF7	13.52	+
Itgax	128128329.0	128128341.0	MEF2C	13.7556	+
